1.656458474217680562e-04,1.176669910263657831e-01
1.195965861114146899e-04,1.287767603485424350e-01
5.242082371568078294e-04,2.636654944523147970e-01
8.628500844359284850e-04,3.988199924462003110e-01
3.628736790208601272e-03,9.011578855232991181e-01
2.114434166466979629e-03,1.323677228614263512e+00
3.887121364322250564e-05,1.699720305979454116e+00
4.866413128127824094e-04,1.648655831805618144e+00
1.454046855556038629e-03,2.178500954270579548e+00
4.941334824605763364e-03,2.323906536963196601e+00
7.536738821620881214e-04,2.639044495089136522e+00
1.448625323309549477e-04,2.415348940397564981e+00
2.171017390880344876e-04,2.726345350921823285e-01
1.427713545042425414e-03,3.688701445447260530e-01
8.529829337066365097e-06,4.090679526189099358e-01
7.217335618230185648e-04,3.637829427159232631e-01
1.754464070638463678e-03,9.524345622179184456e-01
1.147789948939020865e-03,8.762719492669754917e-01
1.985294772820289720e-04,9.095475986652910017e-01
1.819510716476191838e-03,8.846452889470673986e-01
4.616250076649101690e-04,1.210378987367185077e+00
1.424322450137199868e-03,1.216089353978851539e+00
4.377318610043123490e-04,1.320064072227828733e+00
1.026950190479322851e-03,1.282250098577787822e+00
1.760137710675571936e-03,1.199062056795248798e+00
1.406978410562223026e-03,1.665647943673384201e+00
1.126394840586981711e-03,1.802418159841187251e+00
4.546574088833382765e-03,1.531344583961634864e+00
4.427644519143396351e-03,1.611974431672698715e+00
4.615533382140221165e-03,1.744500033282818441e+00
3.505855297201813936e-04,1.610529684826607522e+00
2.468554646629356805e-03,1.558115508251519898e+00
6.276919437521083327e-03,1.691980625187717191e+00
3.601423780685205907e-04,1.650145063862260564e+00
2.475343273206983587e-03,1.566487643662930473e+00
1.017931656892661057e-03,1.639946741421886012e+00
1.561968651677755546e-03,2.255854409698200058e+00
4.238453290867212793e-03,2.186231535973276241e+00
4.199568763014266230e-03,2.288362661859702829e+00
8.862060408816740606e-03,2.139676313676281083e+00
6.876358991709838331e-03,2.195865197213013875e+00
4.236456637485766855e-03,2.565309993957489265e+00
6.576376625652022474e-03,2.386014110491815110e+00
5.813318743989377528e-03,2.182108765348324653e+00
2.114087255797574699e-04,2.324906422371576298e+00
2.161275569975599099e-03,2.483361709440049303e+00
5.737127634761169477e-05,2.844356137964438869e+00
5.742113927090322992e-03,2.554721121495945546e+00
1.396973511997222969e-03,2.582993014426634648e+00
8.693048355772754450e-04,2.665099154216901134e+00
2.408434465060597333e-03,2.848151964137580539e+00
2.980084992717803825e-03,2.846454276234716918e+00
8.364111067169376426e-03,2.272987725807904980e+00
5.383505351111969378e-04,2.537776716440411029e+00
1.520183744786154879e-03,2.210214247395863030e+00
8.057068415693193972e-03,2.416062093863190263e+00
6.357237350911398854e-03,2.596243517186098693e+00
6.341162751206724443e-04,2.396195364302907471e+00
