-4.416316520517095334e+00,1.194753726153616968e+00,1.107799309431671542e-01,-6.313735178070452925e+00,-2.261143843602203329e+00
1.168850379524730032e+00,3.694616316940746437e-01,3.082375459935681600e-02,3.363468697408509844e-01,1.863909205471129038e+00
1.299187938669892128e+00,3.403488082552249550e-01,2.681676822443501695e-02,6.273755506658301728e-01,1.973131360682188307e+00
1.319023183026748702e+00,3.619760724408054853e-01,3.058471721061600812e-02,6.743990029846138601e-01,2.169142320936685131e+00
3.821052566674512652e-01,6.269940248995111709e-01,5.879213143503982109e-02,-6.067096799688055375e-01,1.515959237107323165e+00
4.470186893971531128e-01,6.778249411319010598e-01,6.073645012086394818e-02,-5.835041534545113429e-01,1.875315404337200897e+00
3.796411749537250135e-01,1.453931748194478235e+00,1.127996972988603713e-01,-1.772252932535872239e+00,2.994354314352233093e+00
2.621570641155335668e+00,2.017137092065342419e+00,1.383532175182751733e-01,-1.700577937019180919e+00,5.939514059456968198e+00
8.259841233188548459e-01,2.789110372762625190e+00,2.376799493546555286e-01,-4.869191772797091033e+00,4.930603736974302542e+00
1.831605829100697802e+00,1.917827756812776174e+00,1.710226429153084704e-01,-1.195949363287866163e+00,5.424051641967893467e+00
-6.244952087498763238e-02,5.484398780046633587e-02,4.519993643335487241e-03,-1.602725202514312386e-01,6.741266297950156139e-02
-9.214834423201662128e-02,4.630027824756998561e-02,3.513690681463402937e-03,-1.924962973324557403e-01,-4.853219933215565567e-04
-9.902224048007346457e-02,5.716726713606653382e-02,4.890055107406044918e-03,-2.263708552406578367e-01,-1.108757272743880924e-02
3.040705494660592319e-03,1.292754685678169750e-02,9.156720435802510319e-04,-1.955228498128796372e-02,2.460895276107597993e-02
